N,P,K,temperature,humidity,ph,rainfall,label
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
180,60,90,29.18636364,81.54449837,5.08,1026.64,potato
180,60,90,28.64818182,81.62776643,5.1,1111.68,potato
180,60,90,28.64818182,80.96173371,4.9,1111.68,potato
180,60,90,22.676,84.95616561,4.92,75.32,potato
180,60,90,23.73636364,81.56771321,4.94,2169.32,potato
180,60,90,28.03333333,81.54791214,5.12,1151.02,potato
180,60,90,28.54545455,80.58103033,4.82,556.2,potato
180,60,90,10.38,67.75806184,5.04,240.1,potato
180,60,90,29.18636364,80.52498548,4.88,1026.64,potato
180,60,90,29.03727273,81.56246362,5.06,689.88,potato
180,60,90,23.56,78.81822569,5.16,167.38,potato
180,60,90,29.95636364,82.07017195,5.18,810.26,potato
180,60,90,29.03727273,81.0465715,4.98,689.88,potato
180,60,90,22.38,80.57588659,5.06,94.02,potato
180,60,90,29.95636364,82.06760344,5.08,810.26,potato
180,60,90,28.50727273,81.63626442,5.08,421.14,potato
180,60,90,27.86666667,81.25334621,4.98,516.68,potato
180,60,90,22.676,85.80389125,5.12,75.32,potato
180,60,90,15.5,67.71020478,5,1098.26,potato
180,60,90,26.43333333,81.43553976,5.1,207.55,potato
180,60,90,28.54545455,81.11287515,4.92,556.2,potato
180,60,90,29.03727273,80.51472668,4.86,689.88,potato
180,60,90,22.676,85.80389125,5.04,75.32,potato
180,60,90,28.64818182,80.58103033,4.82,1111.68,potato
180,60,90,26.73636364,82.04509701,5.1,1426.3,potato
180,60,90,29.18636364,81.35997284,5,1026.64,potato
180,60,90,28.54545455,81.11287515,4.94,556.2,potato
180,60,90,29.95636364,82.0601063,5.06,810.26,potato
180,60,90,29.95636364,81.39307274,4.9,810.26,potato
180,60,90,4.9,67.71020478,5.02,2569.52,potato
180,60,90,25.81818182,82.56304722,5.04,1501.98,potato
180,60,90,25.66666667,81.40476027,4.86,1110.78,potato
180,60,90,28.64818182,80.58103033,4.84,1111.68,potato
180,60,90,29.18636364,81.02110911,4.94,1026.64,potato
180,60,90,28.50727273,80.58103033,4.84,421.14,potato
180,60,90,28.64818182,81.63883292,5.16,1111.68,potato
180,60,90,27.65454545,81.63097271,5.1,884.5,potato
180,60,90,22.19090909,82.20750402,5.08,700.241,potato
180,60,90,4.9,67.71020478,4.88,2569.52,potato
180,60,90,25.81818182,82.58167094,5.18,1501.98,potato
180,60,90,28.64818182,81.62503459,5.12,1111.68,potato
180,60,90,22.676,85.80389125,5.16,75.32,potato
180,60,90,27.65454545,81.11608143,4.96,884.5,potato
180,60,90,14.6,66.34040698,5.06,169.82,potato
180,60,90,26.01818182,82.52700411,5.18,1350.025,potato
180,60,90,29.95636364,81.54421418,4.98,810.26,potato
180,60,90,14.6,66.28319121,4.98,169.82,potato
180,60,90,27.65454545,81.62824087,5.14,884.5,potato
180,60,90,22.676,85.80389125,5.14,75.32,potato
180,60,90,22.676,85.57760672,5,75.32,potato
180,60,90,28.50727273,81.6193609,5.04,421.14,potato
180,60,90,27.65454545,80.6199578,4.88,884.5,potato
180,60,90,29.03727273,81.0465715,4.96,689.88,potato
180,60,90,26.51818182,81.68254844,4.94,1299.26,potato
180,60,90,26.73636364,81.53266842,4.92,1426.3,potato
180,60,90,4.9,67.71020478,4.98,2569.52,potato
180,60,90,28.64818182,81.6193609,5.04,1111.68,potato
180,60,90,26.43333333,81.27180771,5,207.55,potato
180,60,90,29.03727273,80.51472668,4.82,689.88,potato
180,60,90,23.73636364,82.06465232,5.02,2169.32,potato
180,60,90,22.38,79.45683642,4.86,94.02,potato
180,60,90,29.03727273,81.55873095,5.12,689.88,potato
180,60,90,28.64818182,81.45173889,5,1111.68,potato
180,60,90,22.28,78.16782179,4.84,152.54,potato
180,60,90,29.03727273,81.57252927,5.18,689.88,potato
180,60,90,18.58,66.51320652,4.88,122.42,potato
180,60,90,22.6,81.66080242,4.92,1246.715,potato
180,60,90,23.106,84.66915882,5.08,87.2,potato
180,60,90,28.54545455,81.11287515,4.98,556.2,potato
180,60,90,27.65454545,81.45494516,5,884.5,potato
180,60,90,25.83333333,78.0940707,4.84,157.31,potato
180,60,90,22.6,82.17680109,5.12,1246.715,potato
180,60,90,22.03333333,81.15677134,4.88,664.94,potato
180,60,90,28.50727273,81.62503459,5.12,421.14,potato
180,60,90,22.6,81.12809018,4.86,1246.715,potato
180,60,90,22.6,82.17680109,5.14,1246.715,potato
180,60,90,29.18636364,81.53326855,5.12,1026.64,potato
180,60,90,26.01818182,82.51320579,5.12,1350.025,potato
180,60,90,22.676,84.72869784,4.9,75.32,potato
180,60,90,29.18636364,81.52759485,5.02,1026.64,potato
180,60,90,29.18636364,81.54706687,5.18,1026.64,potato
180,60,90,4.9,67.71020478,4.84,2569.52,potato
180,60,90,28.54545455,81.62776643,5.1,556.2,potato
180,60,90,29.95636364,81.88307791,5,810.26,potato
180,60,90,29.03727273,81.55305725,5.02,689.88,potato
180,60,90,22.676,84.25160134,4.86,75.32,potato
180,60,90,23.73636364,81.07874076,4.88,2169.32,potato
180,60,90,4.9,67.71020478,4.92,2569.52,potato
180,60,90,21.3,80.69624764,4.96,199.2125,potato
180,60,90,24.59818182,81.79729837,4.9,742.0124,potato
180,60,90,23.73636364,81.56771321,4.96,2169.32,potato
180,60,90,26.51818182,82.19497703,5.1,1299.26,potato
180,60,90,28.54545455,80.96173371,4.9,556.2,potato
180,60,90,28.50727273,81.63883292,5.16,421.14,potato
180,60,90,25.81818182,82.01529161,4.96,1501.98,potato
180,60,90,4.9,67.76742056,5.18,2569.52,potato
180,60,90,20.70909091,69.04908717,4.92,1089.6,potato
180,60,90,23.56,78.24789631,4.98,167.38,potato
180,60,90,28.54545455,81.45173889,5,556.2,potato
180,60,90,29.18636364,80.48926428,4.86,1026.64,potato
180,60,90,28.54545455,80.58103033,4.86,556.2,potato
180,60,90,29.03727273,81.38543524,5,689.88,potato
180,60,90,28.54545455,81.63883292,5.16,556.2,potato
180,60,90,23.73636364,81.41657177,4.9,2169.32,potato
180,60,90,18.58,66.51320652,4.98,122.42,potato
180,60,90,22.28,78.16782179,4.86,152.54,potato
180,60,90,22.89090909,82.15956221,5.02,1603.2375,potato
180,60,90,22.89090909,82.15956221,5.04,1603.2375,potato
180,60,90,28.54545455,81.62876727,5.06,556.2,potato
180,60,90,26.43333333,81.44403774,5.06,207.55,potato
180,60,90,25.66666667,82.51017961,5.08,1110.78,potato
180,60,90,33.58333333,87.07728214,4.92,840.46,potato
180,60,90,14.6,66.34040698,5.1,169.82,potato
180,60,90,4.9,67.76742056,5.12,2569.52,potato
180,60,90,28.54545455,81.63883292,5.18,556.2,potato
180,60,90,28.64818182,81.62503459,5.14,1111.68,potato
180,60,90,22.89090909,82.1924201,5.18,1603.2375,potato
180,60,90,15.5,67.71020478,4.98,1098.26,potato
180,60,90,28.54545455,81.63626442,5.08,556.2,potato
180,60,90,29.03727273,81.55305725,5.04,689.88,potato
180,60,90,25.81818182,81.86415017,4.9,1501.98,potato
180,60,90,22.28,78.64216044,4.94,152.54,potato
180,60,90,26.73636364,82.04236517,5.12,1426.3,potato
180,60,90,23.73636364,82.06465232,5.04,2169.32,potato
180,60,90,22.676,84.95616561,4.94,75.32,potato
180,60,90,22.03333333,82.17540297,5.06,664.94,potato
180,60,90,23.56,78.81822569,5.1,167.38,potato
180,60,90,23.73636364,81.56771321,4.98,2169.32,potato
180,60,90,28.64818182,81.63626442,5.08,1111.68,potato
180,60,90,23.73636364,81.8970303,5,2169.32,potato
180,60,90,23.56,77.84445368,4.88,167.38,potato
180,60,90,22.89090909,81.66262311,4.94,1603.2375,potato
180,60,90,22.676,85.80389125,5.06,75.32,potato
180,60,90,25.81818182,82.58201249,5.06,1501.98,potato
180,60,90,22.28,78.20354298,4.88,152.54,potato
180,60,90,23.56,78.81822569,5.14,167.38,potato
180,60,90,22.28,78.64216044,4.96,152.54,potato
180,60,90,28.50727273,80.58103033,4.86,421.14,potato
180,60,90,18.77818182,67.94959478,4.84,1050.245,potato
180,60,90,14.6,66.28319121,4.82,169.82,potato
180,60,90,18.58,66.51320652,5.02,122.42,potato
180,60,90,23.73636364,81.04301957,4.84,2169.32,potato
180,60,90,25.81818182,81.50932522,4.88,1501.98,potato
180,60,90,25.81818182,82.01529161,4.94,1501.98,potato
180,60,90,29.03727273,80.51472668,4.84,689.88,potato
180,60,90,28.50727273,81.62503459,5.14,421.14,potato
180,60,90,28.50727273,81.11287515,4.94,421.14,potato
180,60,90,28.64818182,80.58103033,4.86,1111.68,potato
180,60,90,18.58,66.51320652,5.08,122.42,potato
180,60,90,28.64818182,81.11287515,4.98,1111.68,potato
180,60,90,28.50727273,81.6193609,5.02,421.14,potato
180,60,90,10.38,67.70084607,4.92,240.1,potato
180,60,90,29.03727273,81.56146279,5.1,689.88,potato
180,60,90,26.73636364,82.0640022,5.08,1426.3,potato
180,60,90,29.95636364,82.05910546,5.1,810.26,potato
180,60,90,26.01818182,81.97291595,4.92,1350.025,potato
180,60,90,26.51818182,82.02935668,5,1299.26,potato
180,60,90,23.56,78.81447711,5.04,167.38,potato
180,60,90,29.03727273,81.55873095,5.14,689.88,potato
180,60,90,25.83333333,78.1297919,4.88,157.31,potato
180,60,90,18.92,64.65937117,4.92,70.598,potato
180,60,90,33.58333333,87.91438555,5.06,840.46,potato
180,60,90,10.38,67.70084607,5,240.1,potato
180,60,90,25.81818182,82.56304722,5.02,1501.98,potato
180,60,90,4.9,67.76742056,5.1,2569.52,potato
180,60,90,18.58,66.51320652,5.16,122.42,potato
180,60,90,28.99454545,81.08255076,4.98,942.8,potato
180,60,90,26.73636364,82.04236517,5.14,1426.3,potato
180,60,90,22.19090909,81.6783663,4.94,700.241,potato
180,60,90,21.482,85.61204201,5.16,85.24316,potato
180,60,90,22.676,85.80389125,5.1,75.32,potato
180,60,90,29.03727273,81.0465715,4.92,689.88,potato
180,60,90,26.73636364,82.05616349,5.16,1426.3,potato
180,60,90,23.73636364,82.08702461,5.16,2169.32,potato
180,60,90,18.77818182,67.94959478,5,1050.245,potato
180,60,90,33.58333333,87.91438555,5.04,840.46,potato
180,60,90,26.73636364,81.38152698,4.9,1426.3,potato
180,60,90,25.81818182,82.58950964,5.08,1501.98,potato
180,60,90,22.89090909,81.12991086,4.82,1603.2375,potato
180,60,90,25.66666667,81.44048146,4.88,1110.78,potato
180,60,90,22.676,85.80389125,5.08,75.32,potato
180,60,90,15.5,67.71020478,4.86,1098.26,potato
180,60,90,23.106,84.66915882,5.02,87.2,potato
180,60,90,15.5,67.71020478,4.96,1098.26,potato
180,60,90,29.18636364,81.52759485,5.04,1026.64,potato
180,60,90,18.77818182,67.94959478,4.94,1050.245,potato
180,60,90,26.01818182,81.82177451,4.9,1350.025,potato
180,60,90,29.18636364,81.53600039,5.1,1026.64,potato
180,60,90,26.51818182,81.68254844,4.92,1299.26,potato
180,60,90,29.03727273,81.0465715,4.94,689.88,potato
180,60,90,18.58,66.51320652,4.86,122.42,potato
180,60,90,29.03727273,81.56996077,5.08,689.88,potato
180,60,90,26.73636364,81.00595991,4.86,1426.3,potato
180,60,90,26.64666667,80.87567564,4.88,235.4251,potato
180,60,90,15.5,67.71020478,4.84,1098.26,potato
180,60,90,19.94545455,67.46662165,5.16,1411.78,potato
180,60,90,22.03333333,81.12105015,4.86,664.94,potato
180,60,90,25.83333333,79.13083359,5.16,157.31,potato
180,60,90,26.73636364,82.05616349,5.18,1426.3,potato
180,60,90,26.43333333,80.40211182,4.82,207.55,potato
180,60,90,22.676,84.25160134,4.84,75.32,potato
180,60,90,26.73636364,81.53266842,4.98,1426.3,potato
180,60,90,14.7,67.71020478,4.92,293.36,potato
180,60,90,18.92,64.65937117,4.88,70.598,potato
180,60,90,29.95636364,81.04809055,4.88,810.26,potato
180,60,90,22.6,81.99011952,5,1246.715,potato
180,60,90,28.64818182,81.11287515,4.94,1111.68,potato
180,60,90,18.77818182,68.00681055,5.04,1050.245,potato
180,60,90,14.7,67.76742056,5.04,293.36,potato
180,60,90,29.95636364,81.54421418,4.96,810.26,potato
180,60,90,25.66666667,81.40476027,4.84,1110.78,potato
180,60,90,28.64818182,80.61675152,4.88,1111.68,potato
180,60,90,4.9,67.76742056,5.16,2569.52,potato
180,60,90,18.58,66.51320652,4.92,122.42,potato
180,60,90,23.73636364,82.07595812,5.1,2169.32,potato
180,60,90,14.6,66.34040698,5.16,169.82,potato
180,60,90,26.64666667,81.87253884,5.14,235.4251,potato
180,60,90,18.58,66.51320652,4.84,122.42,potato
180,60,90,10.38,67.75806184,5.06,240.1,potato
180,60,90,23.73636364,81.56771321,4.92,2169.32,potato
180,60,90,27.65454545,81.62256717,5.04,884.5,potato
180,60,90,21.3,81.19906427,5.02,199.2125,potato
180,60,90,25.81818182,82.56787261,5.12,1501.98,potato
180,60,90,28.64818182,81.63883292,5.18,1111.68,potato
180,60,90,22.676,84.28732254,4.88,75.32,potato
180,60,90,28.54545455,81.62503459,5.12,556.2,potato
180,60,90,14.6,66.34040698,5.04,169.82,potato
180,60,90,22.676,84.95616561,4.96,75.32,potato
180,60,90,22.28,79.04216901,5,152.54,potato
180,60,90,25.83333333,79.13083359,5.14,157.31,potato
180,60,90,18.58,66.51320652,4.96,122.42,potato
180,60,90,27.86666667,81.25334621,4.92,516.68,potato
180,60,90,22.676,84.25160134,4.82,75.32,potato
180,60,90,28.50727273,81.11287515,4.92,421.14,potato
180,60,90,28.50727273,81.62776643,5.1,421.14,potato
180,60,90,10.38,67.70084607,4.88,240.1,potato
180,60,90,22.6,81.12809018,4.84,1246.715,potato
180,60,90,25.66666667,82.49127442,5.1,1110.78,potato
180,60,90,24.59818182,82.50770136,5.1,742.0124,potato
180,60,90,28.08181818,81.0357527,4.92,1037.32,potato
180,60,90,23.56,78.24789631,4.94,167.38,potato
180,60,90,22.6,81.66080242,4.94,1246.715,potato
180,60,90,29.18636364,81.02110911,4.98,1026.64,potato
180,60,90,25.81818182,82.58167094,5.16,1501.98,potato
180,60,90,22.38,80.57588659,5.14,94.02,potato
180,60,90,29.18636364,81.02110911,4.92,1026.64,potato
180,60,90,15.5,67.76742056,5.14,1098.26,potato
180,60,90,26.01818182,81.43146039,4.84,1350.025,potato
180,60,90,28.64818182,81.11287515,4.96,1111.68,potato
180,60,90,26.73636364,81.87947667,5,1426.3,potato
180,60,90,19.94545455,67.39695527,4.96,1411.78,potato
180,60,90,26.73636364,81.04168111,4.88,1426.3,potato
180,60,90,29.18636364,81.02110911,4.96,1026.64,potato
180,60,90,4.9,67.76742056,5.08,2569.52,potato
180,60,90,22.03333333,81.65376239,4.96,664.94,potato
180,60,90,24.59818182,81.42098707,4.82,742.0124,potato
180,60,90,24.59818182,82.5191094,5.06,742.0124,potato
180,60,90,23.73636364,81.04301957,4.86,2169.32,potato
180,60,90,4.9,67.71020478,5,2569.52,potato
180,60,90,29.95636364,82.05069993,5.02,810.26,potato
180,60,90,23.73636364,82.07322628,5.12,2169.32,potato
180,60,90,23.56,78.81822569,5.18,167.38,potato
180,60,90,23.73636364,82.07322628,5.14,2169.32,potato
180,60,90,18.58,66.51320652,5.18,122.42,potato
180,60,90,22.70909091,86.05817428,5.1,35.214,potato
180,60,90,28.54545455,81.11287515,4.96,556.2,potato
180,60,90,28.64818182,81.11287515,4.92,1111.68,potato
180,60,90,22.89090909,81.66262311,4.92,1603.2375,potato
180,60,90,22.70909091,84.7147014,4.82,35.214,potato
180,60,90,22.38,79.99134233,4.94,94.02,potato
180,60,90,10.38,67.70084607,4.94,240.1,potato
180,60,90,28.08181818,81.54223845,5.04,1037.32,potato
180,60,90,22.19090909,81.6783663,4.92,700.241,potato
180,60,90,27.65454545,81.63947069,5.08,884.5,potato
180,60,90,10.38,67.70084607,5.02,240.1,potato
180,60,90,29.18636364,80.48926428,4.82,1026.64,potato
180,60,90,26.51818182,81.68254844,4.98,1299.26,potato
180,60,90,27.65454545,81.11608143,4.98,884.5,potato
180,60,90,26.51818182,81.531407,4.9,1299.26,potato
180,60,90,33.58333333,86.38257723,4.82,840.46,potato
180,60,90,14.6,66.28319121,5,169.82,potato
180,60,90,4.9,67.76742056,5.14,2569.52,potato
180,60,90,19.94545455,67.46662165,5.18,1411.78,potato
180,60,90,29.18636364,80.48926428,4.84,1026.64,potato
180,60,90,28.54545455,81.6193609,5.04,556.2,potato
180,60,90,28.03333333,80.88461126,4.9,1151.02,potato
180,60,90,26.51818182,82.1969787,5.02,1299.26,potato
180,60,90,18.77818182,68.00681055,5.16,1050.245,potato
180,60,90,27.86666667,80.72150138,4.86,516.68,potato
180,60,90,27.65454545,80.5842366,4.82,884.5,potato
180,60,90,18.92,64.65937117,4.82,70.598,potato
180,60,90,23.106,84.66915882,5.12,87.2,potato
180,60,90,22.89090909,81.16563206,4.88,1603.2375,potato
180,60,90,23.106,84.44287428,5,87.2,potato
180,60,90,23.14,85.98849907,5.08,40.023,potato
180,60,90,28.54545455,80.58103033,4.84,556.2,potato
180,60,90,28.08181818,81.56171047,5.18,1037.32,potato
180,60,90,14.6,66.28319121,4.94,169.82,potato
180,60,90,20.70909091,69.04908717,4.88,1089.6,potato
180,60,90,22.38,80.57588659,5.12,94.02,potato
180,60,90,22.03333333,82.17249291,5.1,664.94,potato
180,60,90,14.6,66.28319121,4.96,169.82,potato
180,60,90,23.106,84.66915882,5.06,87.2,potato
180,60,90,28.99454545,81.08255076,4.94,942.8,potato
180,60,90,15.5,67.76742056,5.12,1098.26,potato
180,60,90,22.676,84.95616561,4.98,75.32,potato
180,60,90,23.73636364,82.08702461,5.18,2169.32,potato
180,60,90,22.676,85.80389125,5.18,75.32,potato
180,60,90,26.51818182,81.15583993,4.82,1299.26,potato
180,60,90,29.95636364,82.05637362,5.14,810.26,potato
180,60,90,28.64818182,81.62876727,5.06,1111.68,potato
180,60,90,22.03333333,82.16976106,5.12,664.94,potato
180,60,90,26.51818182,81.19156112,4.88,1299.26,potato
180,60,90,21.3,81.20480046,5.12,199.2125,potato
180,60,90,25.66666667,81.932213,4.96,1110.78,potato
180,60,90,26.73636364,81.00595991,4.84,1426.3,potato
180,60,90,26.01818182,81.43146039,4.86,1350.025,potato
180,60,90,29.95636364,81.54421418,4.92,810.26,potato
180,60,90,21.3,80.5451062,4.9,199.2125,potato
180,60,90,22.03333333,82.18355939,5.18,664.94,potato
180,60,90,29.18636364,81.53326855,5.14,1026.64,potato
180,60,90,28.50727273,81.11287515,4.96,421.14,potato
180,60,90,18.58,66.51320652,5.1,122.42,potato
180,60,90,25.81818182,81.47360403,4.84,1501.98,potato
180,60,90,22.70909091,86.05817428,5.12,35.214,potato
180,60,90,28.54545455,81.6193609,5.02,556.2,potato
180,60,90,10.38,67.70084607,4.84,240.1,potato
180,60,90,20.70909091,69.04908717,4.9,1089.6,potato
180,60,90,22.28,78.64216044,4.92,152.54,potato
180,60,90,20.70909091,69.04908717,4.94,1089.6,potato
180,60,90,23.73636364,82.09486331,5.08,2169.32,potato
180,60,90,26.43333333,81.44403774,5.08,207.55,potato
180,60,90,22.19090909,81.6783663,4.96,700.241,potato
180,60,90,25.81818182,82.56787261,5.14,1501.98,potato
180,60,90,4.9,67.76742056,5.06,2569.52,potato
180,60,90,23.56,77.80873248,4.82,167.38,potato
180,60,90,22.6,82.19059941,5.18,1246.715,potato
180,60,90,22.19090909,82.19709681,5.1,700.241,potato
180,60,90,25.81818182,82.39542521,5,1501.98,potato
180,60,90,20.70909091,69.04908717,4.98,1089.6,potato
180,60,90,22.89090909,82.18135362,5.1,1603.2375,potato
180,60,90,28.03333333,81.0357527,4.98,1151.02,potato
180,60,90,19.94545455,67.39695527,4.92,1411.78,potato
180,60,90,29.95636364,81.54421418,4.94,810.26,potato
180,60,90,4.9,67.71020478,4.96,2569.52,potato
180,60,90,21.3,80.2107973,4.88,199.2125,potato
180,60,90,22.38,80.57588659,5.18,94.02,potato
180,60,90,18.77818182,67.94959478,4.9,1050.245,potato
180,60,90,29.03727273,80.89543006,4.9,689.88,potato
180,60,90,26.51818182,82.20638507,5.06,1299.26,potato
180,60,90,26.43333333,80.92499947,4.96,207.55,potato
180,60,90,25.66666667,82.48854258,5.12,1110.78,potato
180,60,90,29.03727273,80.55044787,4.88,689.88,potato
180,60,90,18.92,64.65937117,5.1,70.598,potato
180,60,90,27.65454545,81.62824087,5.12,884.5,potato
180,60,90,26.64666667,81.36284209,4.94,235.4251,potato
180,60,90,33.58333333,87.90966609,5.18,840.46,potato
180,60,90,4.9,67.71020478,4.86,2569.52,potato
180,60,90,23.56,78.24789631,4.92,167.38,potato
180,60,90,26.51818182,82.21388221,5.08,1299.26,potato
180,60,90,23.56,78.81822569,5.06,167.38,potato
180,60,90,22.676,85.80389125,5.02,75.32,potato
180,60,90,29.18636364,80.86996767,4.9,1026.64,potato
180,60,90,28.08181818,81.0357527,4.98,1037.32,potato
180,60,90,27.86666667,81.77930397,5.16,516.68,potato
180,60,90,23.56,78.81822569,5.12,167.38,potato
180,60,90,19.94545455,67.46662165,5.06,1411.78,potato
180,60,90,22.6,82.18994014,5.08,1246.715,potato
180,60,90,15.61818182,67.76742056,5.12,2459.64,potato
180,60,90,28.03333333,80.53962907,4.88,1151.02,potato
180,60,90,28.50727273,80.96173371,4.9,421.14,potato
180,60,90,21.3,81.22276439,5.16,199.2125,potato
180,60,90,29.18636364,81.54706687,5.16,1026.64,potato
180,60,90,22.19090909,82.20816329,5.18,700.241,potato
180,60,90,26.51818182,81.15583993,4.86,1299.26,potato
180,60,90,28.03333333,81.55164482,5.06,1151.02,potato
180,60,90,33.58333333,86.85683208,4.9,840.46,potato
180,60,90,18.77818182,67.94959478,5.02,1050.245,potato
180,60,90,24.60909091,82.49639556,5.04,1778.88,potato
180,60,90,4.9,67.71020478,4.9,2569.52,potato
180,60,90,18.58,66.51320652,5.06,122.42,potato
180,60,90,18.92,64.65937117,4.9,70.598,potato
180,60,90,28.03333333,81.0357527,4.94,1151.02,potato
180,60,90,28.03333333,80.50390788,4.84,1151.02,potato
180,60,90,28.54545455,81.62503459,5.14,556.2,potato
180,60,90,22.38,80.5701504,5.02,94.02,potato
180,60,90,28.50727273,81.63883292,5.18,421.14,potato
180,60,90,26.64666667,80.83995445,4.86,235.4251,potato
180,60,90,22.19090909,81.14565405,4.82,700.241,potato
180,60,90,25.81818182,82.01529161,4.92,1501.98,potato
180,60,90,25.66666667,81.40476027,4.82,1110.78,potato
180,60,90,26.73636364,82.04709868,5.02,1426.3,potato
180,60,90,26.01818182,81.97291595,4.98,1350.025,potato
180,60,90,22.89090909,82.19176083,5.08,1603.2375,potato
180,60,90,22.89090909,82.17862178,5.14,1603.2375,potato
180,60,90,24.60909091,81.42098707,4.82,1778.88,potato
180,60,90,25.81818182,82.01529161,4.98,1501.98,potato
180,60,90,28.50727273,80.61675152,4.88,421.14,potato
180,60,90,23.73636364,82.08736616,5.06,2169.32,potato
180,60,90,24.59818182,82.50496952,5.14,742.0124,potato
180,60,90,29.95636364,82.05069993,5.04,810.26,potato
180,60,90,28.50727273,81.11287515,4.98,421.14,potato
180,60,90,22.6,82.18244299,5.06,1246.715,potato
180,60,90,28.99454545,81.60850853,5.16,942.8,potato
180,60,90,14.7,67.76742056,5.12,293.36,potato
180,60,90,28.54545455,80.61675152,4.88,556.2,potato
180,60,90,22.38,79.45683642,4.84,94.02,potato
180,60,90,22.19090909,82.0076834,5,700.241,potato
180,60,90,18.58,66.51320652,5,122.42,potato
180,60,90,25.83333333,79.13083359,5.06,157.31,potato
180,60,90,27.86666667,80.72150138,4.84,516.68,potato
180,60,90,29.95636364,81.01236935,4.86,810.26,potato
180,60,90,21.3,81.20480046,5.14,199.2125,potato
180,60,90,22.03333333,82.1507015,5.04,664.94,potato
180,60,90,22.89090909,81.9919402,5,1603.2375,potato
180,60,90,28.99454545,81.4214145,5,942.8,potato
180,60,90,29.95636364,81.01236935,4.82,810.26,potato
180,60,90,29.03727273,81.57252927,5.16,689.88,potato
180,60,90,28.08181818,81.0357527,4.96,1037.32,potato
180,60,90,18.58,66.51320652,4.94,122.42,potato
180,60,90,22.19090909,81.18137525,4.88,700.241,potato
180,60,90,26.43333333,80.92499947,4.98,207.55,potato
180,60,90,27.86666667,81.75983195,5.04,516.68,potato
180,60,90,22.6,82.15774153,5.04,1246.715,potato
180,60,90,22.28,79.19617649,5.16,152.54,potato
180,60,90,4.9,67.71020478,4.82,2569.52,potato
180,60,90,28.08181818,80.53962907,4.88,1037.32,potato
180,60,90,23.14,84.68074739,4.88,40.023,potato
180,60,90,22.19090909,82.19436497,5.12,700.241,potato
180,60,90,23.56,77.80873248,4.86,167.38,potato
180,60,90,28.08181818,81.0357527,4.94,1037.32,potato
180,60,90,22.38,79.80852761,4.9,94.02,potato
180,60,90,14.7,67.71020478,4.82,293.36,potato
180,60,90,18.77818182,68.00681055,5.14,1050.245,potato
180,60,90,23.56,78.64790488,5,167.38,potato
180,60,90,18.58,66.51320652,4.9,122.42,potato
180,60,90,26.73636364,81.53266842,4.96,1426.3,potato
180,60,90,21.3,80.69624764,4.92,199.2125,potato
180,60,90,28.08181818,81.54791214,5.14,1037.32,potato
180,60,90,19.94545455,67.46662165,5.14,1411.78,potato
180,60,90,26.73636364,81.00595991,4.82,1426.3,potato
180,60,90,25.66666667,82.5023409,5.18,1110.78,potato
180,60,90,21.3,80.69624764,4.94,199.2125,potato
180,60,90,23.56,78.11879036,4.9,167.38,potato
180,60,90,23.106,83.5939654,4.9,87.2,potato
180,60,90,33.58333333,86.38257723,4.84,840.46,potato
180,60,90,25.66666667,82.3123466,5,1110.78,potato
180,60,90,10.38,67.70084607,4.86,240.1,potato
180,60,90,27.86666667,80.75722258,4.88,516.68,potato
180,60,90,24.60909091,81.94843981,4.96,1778.88,potato
180,60,90,22.28,79.19617649,5.06,152.54,potato
180,60,90,26.43333333,80.43783302,4.88,207.55,potato
180,60,90,22.38,80.5701504,5.04,94.02,potato
180,60,90,28.64818182,81.6193609,5.02,1111.68,potato
180,60,90,23.14,85.98849907,5.14,40.023,potato
